,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Unnamed: 62
104351,Russian Federation,RUS,"Rural population, female (% of total)",SP.RUR.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,16.218888953051902,,,,,14.972304476572,,,,,14.085144010421901,,,,,14.0334584998856,,,,,13.981630372570901,,,,,13.9071651393357,,,,,13.755935885474,,,,,13.622288842911198,,,
104352,Russian Federation,RUS,"Rural population, male (% of total)",SP.RUR.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,14.029566322111199,,,,,13.104337223480199,,,,,12.521178003226499,,,,,12.5947160872667,,,,,12.6686380856341,,,,,12.6294873309109,,,,,12.5569218343105,,,,,12.369632225647099,,,
104387,Russian Federation,RUS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.28900003433228,5.13000011444092,5.849999904632571,7.8769998550415,9.48799991607666,9.60799980163574,11.432000160217301,12.9930000305176,13.1190004348755,10.3579998016357,8.59200000762939,7.46500015258789,7.755000114440921,7.31400012969971,6.62099981307983,6.7610001564025906,5.699999809265139,5.974999904632571,7.8119997978210405,6.830999851226809,6.087999820709231,5.06799983978271,5.1290001869201705,4.81099987030029,5.2960000038147,5.30700016021729,4.90000009536743,
104388,Russian Federation,RUS,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.100000001490116,5.17000007629395,5.82000017166138,7.949999809265139,9.19999980926514,9.30000019073486,11.4499998092651,12.9499998092651,12.8999996185303,10.3699998855591,8.60000038146973,7.599999904632571,7.949999809265139,7.51999998092651,6.94000005722046,6.69000005722046,5.639999866485599,5.94000005722046,7.67000007629395,6.84000015258789,6.09000015258789,5.07000017166138,5.1399998664856,4.82000017166138,5.30999994277954,5.300000190734861,,
104389,Russian Federation,RUS,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.11899995803833,5.47599983215332,5.96400022506714,8.26399993896484,9.8149995803833,10.08899974823,12.1560001373291,13.755000114440902,13.9160003662109,10.788999557495101,9.3459997177124,8.35700035095215,8.687000274658201,8.23099994659424,7.7039999961853,7.550000190734861,6.4899997711181605,6.65100002288818,9.00599956512451,7.8850002288818395,6.97300004959106,5.7960000038147,5.775000095367429,5.491000175476071,5.8289999961853,5.755000114440921,5.43200016021729,
104390,Russian Federation,RUS,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0500000007450581,5.19000005722046,5.94000005722046,8.28999996185303,9.68000030517578,10.0,12.140000343322802,13.539999961853,13.1700000762939,10.779999732971199,9.34000015258789,8.14000034332275,8.46000003814697,8.0,7.30999994277954,7.42000007629395,6.349999904632571,6.46000003814697,8.90999984741211,7.880000114440921,6.96999979019165,5.78999996185303,5.7600002288818395,5.48000001907349,5.82000017166138,5.699999809265139,,
118811,Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,857704431.686497,945244992.2113061,1110565863.53737,1200447429.3556302,1339494290.42432,1472036550.70992,1342287556.59602,1580229795.10881,1753746369.66049,2245011571.98652,2140383695.94618,2589851693.01656,3059682162.06566,3239488104.60091,5159557176.25012,6826980766.8048,7633528920.63247,7696011359.94156,9275203105.57946,9929682184.327179,13062421024.9337,15518199247.3393,16298905397.0701,17589184556.6946,17503082982.2832,16403544510.5268,13293209270.1036,11356215712.9326,10577042354.799,9853396225.58749,12308624283.9787,12981833333.3333,13253565898.9558,13695962019.2084,10122020000.0,11396706586.8263,13789560878.2435,14505233968.8716,15200846138.4615,15873875968.9922,19325894913.1254,21099833783.503002,21582248881.6592,21828144686.0394,25086930693.0693,28858965517.2414,33332844574.7801,40405006007.2086,,,,,,,,,,,
118812,Syrian Arab Republic,SYR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,10.8330639000002,24.521297171784898,-8.6527466722076,9.2713638022407,2.2993738753767596,-7.65906551020211,8.2576826470508,3.72908022105565,18.7679152118321,-3.8078191336811797,9.91600377495257,25.0276071251761,-8.54517652558783,24.1272299464536,19.524607854351,10.9617191271732,-1.2737379741161998,8.72663098793896,3.63235561935112,11.9832018627982,9.507711699720359,2.12215135177645,1.42917394908086,-4.07174187032408,6.11507005397576,-4.94570298114698,1.9075465096087802,13.2662890867591,-8.958214010703829,7.6407723234723095,7.9012706984489505,13.470333763585401,5.17898710100076,7.652937116824599,5.75001528846111,4.399999998689919,1.80000000162667,6.33726401741339,-3.5536569134662797,2.7428573972346606,5.200942809668129,5.899999999999991,0.599999999805533,6.90000000448445,6.19999999952987,4.99999999829737,5.69999999644881,,,,,,,,,,,
118813,Syrian Arab Republic,SYR,GDP per capita (Current US$),NY.GDP.PCAP.CD,187.53737427309602,200.18335689970797,227.788663942808,238.43730608976898,257.578412322649,273.962221828686,241.712244801693,275.267309289062,295.449415865686,365.69376424268404,337.039583863198,394.14214812718694,449.94392940759,460.29506799744905,708.4212255517231,905.95008871154,979.327765672517,954.7632405209,1112.6125280161698,1151.17540559969,1462.63034143891,1677.12624436936,1699.5328053309,1769.74095251638,1700.47601855225,1540.43679136689,1208.00442501817,999.591906745427,902.549558305345,815.6485163614431,988.9486721642099,1013.0012864652,1005.04136425569,1009.71641083513,725.608592071928,794.4451530018171,934.550565691747,955.709176087982,974.275191685123,991.12042869086,1177.62926773348,1258.42195289081,1263.01345505567,1253.39140303912,1408.85273756165,1577.4571821855802,1762.24610660537,2058.0352093943497,,,,,,,,,,,
118830,Syrian Arab Republic,SYR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.118909513,1.958890882,-3.8461538460000004,1.9166666669999999,5.396565822,-3.87897595,3.793381759,6.454121306,2.8487947410000003,-1.988636364,4.6376811589999996,5.609418282999999,2.098360656,20.35966602,15.52828175,11.46496815,11.42857143,11.96581197,4.809160305,4.552075747,19.296412399999998,18.39416058,14.30332922,6.127292341,9.229518195,17.25293132,36.06349206,59.48436771,34.56221198,11.39921722,19.39686722,9.0,11.00917431,13.2231405,15.32846715,7.979957806,8.249890099,1.8861113619999998,-0.797165633,-3.7037037039999996,-3.8461538460000004,3.0,-0.130505282,5.796829449,4.433141367,7.240349393,10.02411054,3.9077095039999996,15.74532522,2.920897118,4.397413832,4.753163889,36.70229534,,,,,,
118996,Syrian Arab Republic,SYR,"Rural population, female (% of total)",SP.RUR.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,26.507369361322,,,,,25.883566138558198,,,,,25.339330174283198,,,,,24.7384572464779,,,,,23.7920713456722,,,,,22.6619695051467,,,,,21.846553966189898,,,,,20.9297103076578,,,
118997,Syrian Arab Republic,SYR,"Rural population, male (% of total)",SP.RUR.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,26.786511835640898,,,,,26.2210555920128,,,,,25.7248413782026,,,,,25.156925652113298,,,,,24.262415246472397,,,,,23.5536962624539,,,,,22.478172023035498,,,,,21.414776555131397,,,
119032,Syrian Arab Republic,SYR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9109992980957,17.8150005340576,18.2670001983643,18.408000946044897,17.5750007629395,29.7590007781982,39.391998291015604,26.8889999389648,19.7600002288818,5.8060002326965305,28.544000625610398,23.881999969482397,20.9500007629395,28.5839996337891,26.4409999847412,22.5429992675781,25.638000488281303,30.652000427246104,21.9710006713867,21.8110008239746,39.7029991149902,38.9220008850098,38.7410011291504,38.8860015869141,39.334999084472706,40.4129981994629,41.3079986572266,
119033,Syrian Arab Republic,SYR,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,,,,,,,,,,,5.800000190734861,5.09999990463257,5.400000095367429,2.09999990463257,3.9000000953674303,,6.900000095367429,7.099999904632571,4.099999904632569,3.79999995231628,,,,6.73000001907349,8.199999809265138,,,,,9.829999923706051,,,,6.400000095367429,12.5,14.1999998092651,,29.2999992370605,,15.1999998092651,5.0,25.530000686645497,24.0799999237061,20.9300003051758,,,23.7700004577637,25.6800003051758,24.190000534057603,22.2999992370605,22.0,,,,,,,,
119034,Syrian Arab Republic,SYR,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.05600023269653,4.28299999237061,4.41200017929077,4.4689998626709,4.287000179290771,7.30399990081787,9.74100017547607,6.7069997787475595,4.8899998664856,1.42999994754791,6.962999820709231,8.73999977111816,7.730999946594241,6.91400003433228,6.42199993133545,5.37900018692017,5.19600009918213,7.03599977493286,5.67600011825562,6.21700000762939,10.4619998931885,10.222999572753901,10.1809997558594,10.2390003204346,10.376000404357901,10.6440000534058,10.769000053405799,
119035,Syrian Arab Republic,SYR,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,,,,,,,,,,,7.199999809265139,8.10000038146973,4.5,5.199999809265139,5.300000190734861,,6.099999904632571,4.59999990463257,4.5,3.79999995231628,,,,3.8499999046325697,4.099999904632569,,,,,5.03999996185303,,,,7.599999904632571,6.800000190734861,5.5,,13.1000003814697,,6.0,1.60000002384186,8.22000026702881,8.300000190734862,7.75,,,5.28000020980835,5.21000003814697,8.340000152587889,5.69000005722046,6.23000001907349,,,,,,,,
